person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default_xgb (%),predicted_status_xgb,real_status (Target),segmento_riesgo_IA
25,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000,8.49,0,0.17,N,2,8.747048,0,0,Riesgo Bajo
22,42000,RENT,2.0,EDUCATION,A,6500,5.99,0,0.15,N,2,7.544127,0,0,Riesgo Bajo
27,46800,MORTGAGE,5.0,EDUCATION,B,6000,9.99,0,0.13,N,6,22.627632,0,0,Riesgo Medio
26,31303,MORTGAGE,7.0,MEDICAL,A,12000,10.99,0,0.38,N,2,52.28246,1,0,Riesgo Alto
27,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,16750,8.94,0,0.37,N,7,26.675188,0,0,Riesgo Medio
25,44975,RENT,2.0,MEDICAL,A,11000,6.99,0,0.24,N,4,15.747426,0,0,Riesgo Bajo
36,430000,RENT,2.0,EDUCATION,C,25000,13.8,0,0.06,N,11,16.492891,0,0,Riesgo Bajo
34,92500,RENT,4.0,DEBTCONSOLIDATION,A,13050,7.66,0,0.14,N,6,5.2368383,0,0,Riesgo Bajo
27,45000,RENT,9.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.22,N,5,17.154642,0,0,Riesgo Bajo
25,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,14000,10.25,0,0.2,N,4,16.776653,0,0,Riesgo Bajo
31,42000,RENT,6.0,EDUCATION,D,1200,16.29,0,0.03,Y,5,49.223015,0,0,Riesgo Medio
26,97500,RENT,10.0,VENTURE,E,5000,18.39,0,0.05,N,4,31.056717,0,0,Riesgo Medio
30,144000,MORTGAGE,7.0,PERSONAL,A,6000,8.49,0,0.04,N,7,8.569196,0,0,Riesgo Bajo
43,80000,MORTGAGE,3.0,VENTURE,A,9800,5.99,0,0.12,N,17,0.15073194,0,0,Riesgo Bajo
32,50000,RENT,3.0,VENTURE,D,6500,16.32,0,0.13,Y,10,40.431183,0,0,Riesgo Medio
24,120000,RENT,2.0,MEDICAL,B,14000,10.0,0,0.12,N,3,8.378085,0,0,Riesgo Bajo
53,24000,RENT,5.0,MEDICAL,B,4400,12.42,0,0.18,N,23,22.94817,0,0,Riesgo Medio
25,48000,MORTGAGE,9.0,MEDICAL,A,3500,5.42,0,0.07,N,4,24.593054,0,0,Riesgo Medio
25,53000,MORTGAGE,4.0,EDUCATION,A,6000,6.62,0,0.11,N,2,11.126766,0,0,Riesgo Bajo
25,76000,MORTGAGE,3.0,EDUCATION,A,20000,6.54,0,0.26,N,2,7.345929,0,0,Riesgo Bajo
26,57000,MORTGAGE,10.0,VENTURE,B,2500,11.58,0,0.04,N,3,1.5619838,0,0,Riesgo Bajo
28,55000,MORTGAGE,4.0,VENTURE,B,10650,11.58,0,0.19,N,8,0.9794475,0,0,Riesgo Bajo
32,202300,MORTGAGE,9.0,MEDICAL,D,25000,14.59,1,0.11,N,7,94.5722,1,1,Riesgo Alto
21,36450,RENT,0.0,EDUCATION,A,6000,8.63,0,0.16,N,3,16.246601,0,0,Riesgo Bajo
24,76494,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.16,N,3,21.87398,0,0,Riesgo Medio
29,135000,MORTGAGE,10.0,VENTURE,B,11000,11.83,0,0.08,N,7,0.72518736,0,0,Riesgo Bajo
36,120000,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.49,0,0.08,N,14,18.133678,0,0,Riesgo Bajo
23,36000,RENT,4.0,DEBTCONSOLIDATION,D,6500,17.49,1,0.18,Y,2,92.08159,1,1,Riesgo Alto
31,29000,MORTGAGE,5.0,PERSONAL,C,1500,12.29,0,0.05,N,6,50.171288,1,0,Riesgo Alto
24,24000,OWN,5.0,VENTURE,A,4200,6.99,0,0.17,N,3,0.046813168,0,0,Riesgo Bajo
24,35000,RENT,4.0,MEDICAL,A,1850,7.12,0,0.05,N,3,8.1441145,0,0,Riesgo Bajo
22,70000,OWN,0.0,MEDICAL,B,15000,11.26,0,0.21,N,3,0.32315478,0,0,Riesgo Bajo
22,25200,RENT,1.0,MEDICAL,B,4000,10.99,0,0.16,N,2,42.031483,0,0,Riesgo Medio
22,19728,RENT,5.0,DEBTCONSOLIDATION,A,2000,7.49,0,0.1,N,2,28.755907,0,0,Riesgo Medio
28,53004,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000,12.98,0,0.19,N,10,32.765446,0,0,Riesgo Medio
25,120000,RENT,9.0,EDUCATION,A,30000,7.9,0,0.25,N,4,7.8727713,0,0,Riesgo Bajo
26,14000,RENT,8.0,HOMEIMPROVEMENT,B,3450,12.69,1,0.25,N,3,99.65216,1,1,Riesgo Alto
31,60000,MORTGAGE,16.0,VENTURE,A,8800,7.51,0,0.15,N,9,0.41543612,0,0,Riesgo Bajo
24,75000,RENT,0.0,EDUCATION,A,12000,6.62,0,0.16,N,3,4.429983,0,0,Riesgo Bajo
43,97500,RENT,6.0,VENTURE,B,24000,10.99,0,0.25,N,11,1.9415832,0,0,Riesgo Bajo
37,24000,RENT,5.0,MEDICAL,B,6000,11.49,0,0.25,N,17,24.336922,0,0,Riesgo Medio
28,70900,MORTGAGE,12.0,EDUCATION,D,25000,15.37,0,0.35,Y,6,20.467472,0,0,Riesgo Medio
24,109000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8800,12.69,0,0.08,N,2,26.186016,0,0,Riesgo Medio
26,46000,RENT,3.0,PERSONAL,D,8000,14.42,1,0.17,N,2,45.58185,0,1,Riesgo Medio
30,32004,RENT,2.0,PERSONAL,D,8700,15.58,1,0.27,N,10,97.83825,1,1,Riesgo Alto
27,45000,MORTGAGE,2.0,MEDICAL,A,10000,6.17,0,0.22,N,9,11.835991,0,0,Riesgo Bajo
21,45600,MORTGAGE,5.0,MEDICAL,A,6000,6.03,0,0.13,N,4,13.760264,0,0,Riesgo Bajo
34,68340,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.37,N,10,29.287811,0,0,Riesgo Medio
34,20000,RENT,5.0,MEDICAL,A,5000,8.9,0,0.25,N,5,14.161518,0,0,Riesgo Bajo
30,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13500,9.91,0,0.38,N,5,43.93988,0,0,Riesgo Medio
24,40000,RENT,4.0,EDUCATION,A,1000,6.76,0,0.03,N,4,7.867487,0,0,Riesgo Bajo
30,50000,MORTGAGE,11.0,MEDICAL,B,10000,10.99,0,0.2,N,6,25.8151,0,0,Riesgo Medio
22,35100,RENT,0.0,EDUCATION,C,1000,13.98,0,0.03,Y,3,23.057758,0,0,Riesgo Medio
23,76000,MORTGAGE,7.0,MEDICAL,B,3600,10.65,0,0.05,N,3,26.079866,0,0,Riesgo Medio
28,20400,MORTGAGE,4.0,EDUCATION,A,2075,7.88,0,0.1,N,8,14.406189,0,0,Riesgo Bajo
22,30000,RENT,0.0,HOMEIMPROVEMENT,D,12250,13.67,1,0.41,Y,4,99.888535,1,1,Riesgo Alto
24,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,1500,12.42,0,0.03,N,2,15.844957,0,0,Riesgo Bajo
23,21000,RENT,3.0,PERSONAL,B,10000,12.21,1,0.48,N,4,99.16751,1,1,Riesgo Alto
27,97200,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5500,10.99,0,0.06,N,8,13.707122,0,0,Riesgo Bajo
22,29000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,9000,10.99,1,0.31,N,4,57.0454,1,1,Riesgo Alto
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.13,N,2,17.562891,0,0,Riesgo Bajo
27,49500,MORTGAGE,7.0,VENTURE,C,4750,15.27,1,0.1,N,7,59.08972,1,1,Riesgo Alto
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,99.81258,1,1,Riesgo Alto
33,82000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.07,N,6,0.46823248,0,0,Riesgo Bajo
24,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,16000,14.65,1,0.25,N,2,61.59066,1,1,Riesgo Alto
27,30000,RENT,3.0,MEDICAL,B,2500,11.14,0,0.08,N,5,39.78467,0,0,Riesgo Medio
23,50000,RENT,0.0,EDUCATION,A,3000,6.91,0,0.06,N,2,4.7789464,0,0,Riesgo Bajo
23,39000,RENT,3.0,DEBTCONSOLIDATION,D,8000,16.49,1,0.21,N,3,94.91963,1,1,Riesgo Alto
30,95000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,8.94,0,0.13,N,6,10.10591,0,0,Riesgo Bajo
27,60000,RENT,4.0,HOMEIMPROVEMENT,A,7200,8.9,0,0.12,N,7,15.3214035,0,0,Riesgo Bajo
27,78000,OWN,2.0,PERSONAL,A,15000,8.94,0,0.19,N,7,0.87543046,0,0,Riesgo Bajo
24,48000,MORTGAGE,8.0,PERSONAL,A,3200,5.99,0,0.07,N,4,15.200302,0,0,Riesgo Bajo
26,63000,MORTGAGE,10.0,MEDICAL,A,10000,6.91,0,0.16,N,2,16.53134,0,0,Riesgo Bajo
33,54400,MORTGAGE,2.0,MEDICAL,B,5000,11.86,1,0.08,N,9,37.0924,0,1,Riesgo Medio
35,34200,RENT,3.0,EDUCATION,A,7200,6.99,0,0.21,N,6,38.43527,0,0,Riesgo Medio
24,28932,MORTGAGE,4.0,PERSONAL,C,10000,10.99,0,0.35,Y,2,54.268826,1,0,Riesgo Alto
24,18000,RENT,8.0,PERSONAL,B,6000,12.21,1,0.33,N,2,99.81985,1,1,Riesgo Alto
24,91228,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.13,N,3,5.208641,0,0,Riesgo Bajo
28,95000,RENT,5.0,EDUCATION,B,8000,12.42,0,0.08,N,6,14.899371,0,0,Riesgo Bajo
23,40000,RENT,1.0,VENTURE,B,15000,11.71,1,0.38,N,3,99.21239,1,1,Riesgo Alto
26,62000,MORTGAGE,0.0,PERSONAL,A,12000,7.9,0,0.19,N,2,10.75866,0,0,Riesgo Bajo
25,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,N,3,23.50071,0,0,Riesgo Medio
34,68000,MORTGAGE,17.0,PERSONAL,D,10000,16.29,0,0.15,N,9,49.12064,0,0,Riesgo Medio
25,48000,RENT,0.0,HOMEIMPROVEMENT,F,3200,10.99,1,0.07,Y,4,91.98438,1,1,Riesgo Alto
23,44000,RENT,6.0,HOMEIMPROVEMENT,D,5000,16.77,1,0.11,N,2,96.472916,1,1,Riesgo Alto
24,30000,RENT,3.0,EDUCATION,B,6000,11.71,0,0.2,N,4,47.105053,0,0,Riesgo Medio
30,17280,MORTGAGE,0.0,PERSONAL,C,2000,10.99,0,0.12,N,7,25.458515,0,0,Riesgo Medio
23,26000,OWN,7.0,PERSONAL,B,2000,10.36,0,0.08,N,2,0.83552414,0,0,Riesgo Bajo
24,37000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6250,7.14,1,0.17,N,4,19.340399,0,1,Riesgo Bajo
32,50000,OWN,16.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.16,N,9,0.3218546,0,0,Riesgo Bajo
22,95000,MORTGAGE,6.0,MEDICAL,A,12000,7.51,0,0.13,N,3,6.882262,0,0,Riesgo Bajo
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,98.3674,1,1,Riesgo Alto
24,45000,RENT,2.0,DEBTCONSOLIDATION,B,4700,10.96,0,0.1,N,2,19.492046,0,0,Riesgo Bajo
24,40800,RENT,5.0,MEDICAL,C,4800,13.85,0,0.12,Y,3,37.389153,0,0,Riesgo Medio
26,130000,RENT,3.0,VENTURE,D,14400,14.46,0,0.11,Y,2,23.199718,0,0,Riesgo Medio
24,64000,MORTGAGE,7.0,VENTURE,F,4000,20.89,1,0.06,N,2,44.775753,0,1,Riesgo Medio
24,118300,RENT,1.0,PERSONAL,C,15000,12.68,0,0.13,N,4,15.344196,0,0,Riesgo Bajo
28,92000,MORTGAGE,11.0,EDUCATION,F,25000,19.29,0,0.27,Y,9,74.1398,1,0,Riesgo Alto
51,80000,RENT,1.0,HOMEIMPROVEMENT,B,12000,12.69,0,0.15,N,23,5.5952725,0,0,Riesgo Bajo
21,40116,RENT,2.0,VENTURE,A,6500,5.79,0,0.16,N,3,0.6247304,0,0,Riesgo Bajo
35,65412,RENT,12.0,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7,27.889174,0,0,Riesgo Medio
31,95000,RENT,0.0,PERSONAL,A,9450,6.54,0,0.1,N,6,2.2991388,0,0,Riesgo Bajo
28,102000,MORTGAGE,2.0,VENTURE,B,10000,12.18,0,0.1,N,7,0.5545542,0,0,Riesgo Bajo
22,126000,MORTGAGE,6.0,EDUCATION,B,24000,11.36,0,0.19,N,4,15.889704,0,0,Riesgo Bajo
26,41000,RENT,3.0,DEBTCONSOLIDATION,C,6600,13.85,0,0.16,Y,4,33.62351,0,0,Riesgo Medio
27,60000,RENT,11.0,MEDICAL,C,17000,10.99,0,0.28,N,10,21.16419,0,0,Riesgo Medio
23,22000,RENT,3.0,EDUCATION,C,9600,13.16,1,0.44,N,2,98.89015,1,1,Riesgo Alto
31,80000,RENT,5.0,EDUCATION,E,13750,16.7,0,0.17,N,6,35.40826,0,0,Riesgo Medio
30,43500,MORTGAGE,5.0,EDUCATION,C,11250,13.61,0,0.26,Y,9,28.971254,0,0,Riesgo Medio
27,37200,RENT,4.0,EDUCATION,D,4000,17.27,1,0.11,N,9,50.76639,1,1,Riesgo Alto
23,72000,MORTGAGE,7.0,VENTURE,A,9000,6.76,0,0.13,N,2,0.43583968,0,0,Riesgo Bajo
23,92000,MORTGAGE,7.0,PERSONAL,B,15000,11.26,0,0.16,N,2,16.953705,0,0,Riesgo Bajo
22,120000,MORTGAGE,3.0,PERSONAL,B,8900,11.71,0,0.07,N,2,13.230676,0,0,Riesgo Bajo
38,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6000,13.99,0,0.17,N,16,39.643436,0,0,Riesgo Medio
30,90000,MORTGAGE,7.0,EDUCATION,A,10000,8.63,0,0.11,N,5,10.119856,0,0,Riesgo Bajo
29,50000,RENT,6.0,MEDICAL,A,3000,7.29,0,0.06,N,6,11.043508,0,0,Riesgo Bajo
23,36000,RENT,2.0,MEDICAL,A,8000,7.51,1,0.22,N,2,20.268633,0,1,Riesgo Medio
23,69000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,14.96,1,0.22,N,2,94.017586,1,1,Riesgo Alto
40,110000,MORTGAGE,14.0,PERSONAL,B,5000,11.49,0,0.05,N,14,18.429316,0,0,Riesgo Bajo
24,36000,RENT,5.0,VENTURE,A,4500,7.14,0,0.13,N,4,1.2460128,0,0,Riesgo Bajo
34,50400,MORTGAGE,9.0,VENTURE,F,22800,18.67,0,0.45,N,10,58.160995,1,0,Riesgo Alto
23,62000,MORTGAGE,7.0,VENTURE,A,11200,7.88,0,0.18,N,4,0.6536409,0,0,Riesgo Bajo
35,20000,RENT,1.0,MEDICAL,B,5500,12.69,0,0.28,N,9,25.043842,0,0,Riesgo Medio
31,64000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.39,N,5,31.978699,0,1,Riesgo Medio
23,42720,RENT,1.0,EDUCATION,D,10000,16.89,1,0.23,Y,4,95.71244,1,1,Riesgo Alto
26,42000,RENT,3.0,VENTURE,A,12000,8.49,0,0.29,N,3,0.92318916,0,0,Riesgo Bajo
33,33000,MORTGAGE,3.0,EDUCATION,B,4000,12.69,0,0.12,N,8,45.441975,0,0,Riesgo Medio
21,56400,RENT,5.0,PERSONAL,E,14400,18.79,0,0.26,N,3,67.30112,1,0,Riesgo Alto
27,87000,MORTGAGE,11.0,VENTURE,C,21125,13.92,0,0.24,N,5,24.201395,0,0,Riesgo Medio
28,62496,RENT,4.0,EDUCATION,A,12000,6.91,0,0.19,N,5,7.8838577,0,0,Riesgo Bajo
26,34515,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5400,7.68,0,0.16,N,4,42.668774,0,0,Riesgo Medio
26,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,E,20000,17.74,0,0.17,Y,3,44.727676,0,0,Riesgo Medio
27,45200,RENT,11.0,EDUCATION,D,5000,16.0,1,0.11,N,10,41.02662,0,1,Riesgo Medio
24,12000,RENT,0.0,PERSONAL,A,3200,5.99,1,0.27,N,3,98.39755,1,1,Riesgo Alto
22,36000,MORTGAGE,6.0,VENTURE,A,7500,7.14,0,0.21,N,3,1.1088122,0,0,Riesgo Bajo
27,20000,RENT,0.0,VENTURE,B,8000,11.89,1,0.4,N,6,99.496956,1,1,Riesgo Alto
58,68000,MORTGAGE,1.0,PERSONAL,B,8000,10.99,0,0.12,N,29,19.517881,0,0,Riesgo Bajo
24,195000,MORTGAGE,4.0,MEDICAL,A,5000,8.9,0,0.03,N,3,9.187515,0,0,Riesgo Bajo
24,72000,MORTGAGE,5.0,MEDICAL,A,11200,7.29,0,0.16,N,4,5.9651146,0,0,Riesgo Bajo
23,13200,MORTGAGE,2.0,EDUCATION,B,1400,9.25,0,0.11,N,4,6.0789394,0,0,Riesgo Bajo
25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.12,0,0.21,N,2,20.892351,0,0,Riesgo Medio
27,66000,RENT,6.0,VENTURE,A,10000,7.9,0,0.15,N,7,0.9354697,0,0,Riesgo Bajo
28,54263,RENT,0.0,HOMEIMPROVEMENT,C,3500,11.66,0,0.06,N,5,47.22494,0,0,Riesgo Medio
25,80000,RENT,0.0,DEBTCONSOLIDATION,B,16000,9.88,0,0.2,N,3,9.786275,0,0,Riesgo Bajo
22,28800,RENT,6.0,EDUCATION,B,8000,11.49,0,0.28,N,2,27.180729,0,0,Riesgo Medio
27,35000,RENT,3.0,PERSONAL,B,6000,11.11,0,0.17,N,6,10.930533,0,0,Riesgo Bajo
42,98603,MORTGAGE,19.0,MEDICAL,C,24250,14.22,1,0.21,N,14,22.058357,0,1,Riesgo Medio
23,29000,RENT,7.0,EDUCATION,C,8000,12.73,1,0.28,N,3,50.800705,1,1,Riesgo Alto
22,33000,RENT,5.0,DEBTCONSOLIDATION,B,7800,10.99,0,0.24,N,3,51.75509,1,0,Riesgo Alto
27,70000,OWN,0.0,PERSONAL,C,15000,12.84,0,0.21,N,10,0.21975657,0,0,Riesgo Bajo
37,45000,RENT,1.0,MEDICAL,A,7200,9.63,0,0.16,N,14,16.972687,0,0,Riesgo Bajo
27,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.11,N,5,4.261933,0,0,Riesgo Bajo
21,60000,RENT,5.0,MEDICAL,B,10000,12.18,0,0.17,N,4,13.160708,0,0,Riesgo Bajo
24,63000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.11,N,3,24.539488,0,0,Riesgo Medio
28,101000,MORTGAGE,8.0,MEDICAL,A,15000,8.94,0,0.15,N,9,8.6347885,0,0,Riesgo Bajo
27,50004,RENT,12.0,DEBTCONSOLIDATION,B,3200,11.49,0,0.06,N,7,29.787254,0,0,Riesgo Medio
29,61000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,9.88,1,0.25,N,9,16.62889,0,1,Riesgo Bajo
21,44004,RENT,2.0,EDUCATION,B,7000,11.46,1,0.16,N,2,31.732166,0,1,Riesgo Medio
24,80000,RENT,0.0,EDUCATION,C,10000,10.99,0,0.13,Y,4,8.520053,0,0,Riesgo Bajo
22,83000,RENT,4.0,EDUCATION,A,3000,9.63,0,0.04,N,3,11.267061,0,0,Riesgo Bajo
21,15600,RENT,0.0,MEDICAL,A,2800,7.4,1,0.18,N,4,98.72235,1,1,Riesgo Alto
26,47500,RENT,10.0,PERSONAL,E,19000,16.7,1,0.4,Y,4,98.76638,1,1,Riesgo Alto
30,45063,RENT,7.0,MEDICAL,D,7500,15.05,1,0.17,N,6,92.50385,1,1,Riesgo Alto
31,24000,RENT,2.0,MEDICAL,A,1800,8.59,0,0.07,N,6,16.6082,0,0,Riesgo Bajo
31,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6500,10.99,0,0.11,N,5,16.418331,0,0,Riesgo Bajo
25,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4325,6.91,0,0.1,N,3,11.140117,0,0,Riesgo Bajo
25,110000,MORTGAGE,1.0,PERSONAL,B,25000,11.49,0,0.23,N,4,18.847288,0,0,Riesgo Bajo
22,64312,MORTGAGE,4.0,VENTURE,D,5000,14.91,0,0.08,Y,4,47.286476,0,0,Riesgo Medio
24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,10.99,0,0.35,Y,3,16.734842,0,0,Riesgo Bajo
25,36000,RENT,9.0,PERSONAL,E,8400,18.64,0,0.23,Y,4,59.0976,1,0,Riesgo Alto
25,60000,MORTGAGE,9.0,EDUCATION,A,12000,7.9,0,0.2,N,3,12.305636,0,0,Riesgo Bajo
28,200000,RENT,1.0,MEDICAL,B,24250,12.53,0,0.12,N,5,18.085749,0,0,Riesgo Bajo
29,48000,MORTGAGE,3.0,VENTURE,C,17375,14.27,0,0.36,Y,10,53.243374,1,0,Riesgo Alto
27,72000,MORTGAGE,5.0,MEDICAL,A,11500,6.91,0,0.16,N,10,4.53954,0,0,Riesgo Bajo
27,85000,RENT,1.0,DEBTCONSOLIDATION,A,7525,10.99,0,0.09,N,8,14.887685,0,0,Riesgo Bajo
26,35000,RENT,2.0,MEDICAL,A,2500,8.9,0,0.07,N,3,13.268234,0,0,Riesgo Bajo
28,75000,RENT,7.0,DEBTCONSOLIDATION,A,3000,7.68,0,0.04,N,7,10.382603,0,0,Riesgo Bajo
31,75000,RENT,0.0,MEDICAL,B,5000,10.75,0,0.07,N,6,14.820639,0,0,Riesgo Bajo
23,60000,RENT,7.0,PERSONAL,C,15000,14.22,0,0.25,Y,2,28.289959,0,0,Riesgo Medio
22,37212,RENT,6.0,DEBTCONSOLIDATION,E,20000,16.69,1,0.54,N,3,99.61384,1,1,Riesgo Alto
26,65004,RENT,3.0,VENTURE,A,8400,7.51,0,0.13,N,3,0.8453957,0,0,Riesgo Bajo
28,60000,MORTGAGE,12.0,PERSONAL,B,6000,10.99,0,0.1,N,5,17.542475,0,0,Riesgo Bajo
31,86500,OWN,0.0,PERSONAL,C,25000,13.57,0,0.29,Y,10,0.39022464,0,0,Riesgo Bajo
24,47480,RENT,8.0,MEDICAL,B,6900,9.88,0,0.15,N,2,26.034105,0,0,Riesgo Medio
23,45000,MORTGAGE,2.0,EDUCATION,B,10000,11.11,0,0.22,N,3,12.824692,0,0,Riesgo Bajo
27,125000,MORTGAGE,7.0,EDUCATION,A,9000,7.51,0,0.07,N,6,5.9563255,0,0,Riesgo Bajo
27,46000,RENT,5.0,EDUCATION,D,13000,14.59,0,0.28,Y,10,44.44969,0,0,Riesgo Medio
33,75693,MORTGAGE,5.0,EDUCATION,B,22000,10.25,0,0.29,N,10,21.157076,0,0,Riesgo Medio
31,64000,RENT,9.0,PERSONAL,C,8000,14.22,0,0.13,Y,5,53.0663,1,0,Riesgo Alto
27,35000,RENT,5.0,MEDICAL,C,10375,14.27,0,0.3,N,5,44.772175,0,0,Riesgo Medio
22,110000,MORTGAGE,2.0,VENTURE,C,14400,14.35,0,0.13,N,3,6.7313933,0,0,Riesgo Bajo
22,51480,MORTGAGE,4.0,MEDICAL,B,3000,11.83,0,0.06,N,2,33.778343,0,0,Riesgo Medio
25,53004,RENT,3.0,MEDICAL,A,10000,9.32,0,0.19,N,4,19.771372,0,0,Riesgo Bajo
23,73000,RENT,4.0,MEDICAL,B,6000,12.53,0,0.08,N,4,30.672764,0,0,Riesgo Medio
26,85000,MORTGAGE,10.0,PERSONAL,A,12000,6.62,0,0.14,N,3,4.2692304,0,0,Riesgo Bajo
31,30000,OWN,6.0,VENTURE,B,2500,11.36,0,0.08,N,9,0.11213906,0,0,Riesgo Bajo
32,12000,RENT,1.0,MEDICAL,A,9325,8.38,1,0.78,N,6,99.809494,1,1,Riesgo Alto
23,64800,MORTGAGE,7.0,DEBTCONSOLIDATION,C,2400,13.23,0,0.04,N,2,40.982628,0,0,Riesgo Medio
26,56000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,11.14,0,0.14,N,4,33.056263,0,0,Riesgo Medio
27,45000,OWN,5.0,EDUCATION,C,15250,13.98,0,0.34,N,10,0.26262465,0,0,Riesgo Bajo
41,72000,OWN,1.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.14,N,11,0.12916537,0,0,Riesgo Bajo
24,38500,RENT,0.0,MEDICAL,D,5000,14.84,1,0.13,N,2,97.30741,1,1,Riesgo Alto
24,52000,MORTGAGE,6.0,VENTURE,D,12000,14.83,0,0.23,N,3,45.73181,0,0,Riesgo Medio
25,45000,RENT,2.0,EDUCATION,A,11250,9.38,0,0.25,N,4,16.72516,0,0,Riesgo Bajo
22,20400,RENT,1.0,VENTURE,A,3500,6.99,0,0.17,N,2,1.3560548,0,0,Riesgo Bajo
33,64000,RENT,14.0,VENTURE,E,11000,15.68,1,0.17,Y,5,69.99762,1,1,Riesgo Alto
25,80000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10250,5.42,0,0.13,N,4,5.3507943,0,0,Riesgo Bajo
24,14400,RENT,3.0,DEBTCONSOLIDATION,A,1800,6.92,0,0.13,N,3,16.137629,0,0,Riesgo Bajo
25,62000,RENT,9.0,DEBTCONSOLIDATION,A,7000,7.49,0,0.11,N,4,13.201743,0,0,Riesgo Bajo
24,90000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.06,N,2,10.342028,0,0,Riesgo Bajo
25,80000,RENT,2.0,PERSONAL,C,12375,10.91,0,0.15,N,4,7.055737,0,0,Riesgo Bajo
46,60000,MORTGAGE,7.0,EDUCATION,A,3600,6.99,0,0.06,N,12,2.080217,0,0,Riesgo Bajo
24,19200,RENT,1.0,MEDICAL,C,4000,14.35,1,0.21,Y,4,97.768166,1,1,Riesgo Alto
36,49896,MORTGAGE,8.0,VENTURE,A,2800,10.99,0,0.06,N,17,7.0452085,0,0,Riesgo Bajo
24,35000,RENT,3.0,VENTURE,C,8400,12.87,0,0.24,Y,4,13.657494,0,0,Riesgo Bajo
24,105000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600,15.23,0,0.05,N,4,12.371243,0,0,Riesgo Bajo
26,51996,RENT,1.0,PERSONAL,C,10000,13.23,0,0.19,Y,4,26.75998,0,0,Riesgo Medio
52,59004,RENT,4.0,DEBTCONSOLIDATION,D,20000,15.58,1,0.34,N,22,99.57157,1,1,Riesgo Alto
24,50000,RENT,2.0,HOMEIMPROVEMENT,B,14000,9.88,0,0.28,N,2,20.117693,0,0,Riesgo Medio
23,60000,MORTGAGE,3.0,PERSONAL,A,13000,7.88,0,0.22,N,4,14.635166,0,0,Riesgo Bajo
26,53400,OWN,3.0,EDUCATION,B,13600,10.99,0,0.25,N,4,0.30094206,0,0,Riesgo Bajo
24,24000,RENT,3.0,VENTURE,B,10000,8.7,1,0.42,N,2,99.347115,1,1,Riesgo Alto
36,82500,MORTGAGE,20.0,MEDICAL,B,11000,10.65,0,0.13,N,11,14.17287,0,0,Riesgo Bajo
30,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,1875,8.0,0,0.04,N,9,18.369411,0,0,Riesgo Bajo
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.09,1,0.2,N,3,92.75077,1,1,Riesgo Alto
